"","id","name","zone","ubicacion_full","calle","barrio","barrio2","distrito","area","price","price_before","square_mt","rooms","wc","terraza","balcon","estado","año","armarios","cocina","amueblado","planta","calef","asc","aire","exterior","datalles2","cp","actualizacion","actualizacion2","extract_day","distrito2","regex_barris","key_open","key_shp","casa","lujo","estudio","wc2","wc2_1","wc2_2","wc2_3","wc2_4","rooms2","rooms2_0","rooms2_1","rooms2_2","rooms2_3","rooms2_4","log_price","terraza_balcon","flag_planta","new_planta"
"11",101623336,"alquiler de estudio en calle de l'hospital, 91","El Raval, Barcelona","Calle de l'Hospital, 91|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de l'Hospital, 91","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1100,1100,55,0,1,0,1,"segunda mano/buen estado",NA,1,1,1,"planta 3",1,0,1,1,"||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 9 horas","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","1","1",1,0,0,0,"0",1,0,0,0,0,7.00306545878646,1,0,3
"12",101438600,"alquiler de piso en calle de sant gil","El Raval, Barcelona","Calle de Sant Gil|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Sant Gil","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1400,1600,50,2,1,0,0,"segunda mano/buen estado",NA,1,0,0,"planta 1",1,0,0,1,"||consumo: |999 kwh/m² año|||emisiones: |999 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 6 horas","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"2",0,0,1,0,0,7.24422751560335,0,0,1
"13",101619558,"alquiler de piso en el raval","Ciutat Vella, Barcelona","|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1050,1050,89,1,1,0,0,"segunda mano/buen estado",NA,0,1,0,"bajo",0,0,0,1,"||consumo: |1 kwh/m² año|||emisiones: |1 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 2 días","Anuncio actualizado el 2 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,6.95654544315157,0,0,0
"14",90661380,"alquiler de piso en plaza de la gardunya","El Raval, Barcelona","Plaza de la Gardunya|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Plaza de la Gardunya","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",2350,2350,70,2,1,1,1,"segunda mano/buen estado",2019,1,1,1,"planta 3",1,1,1,1,"||aire acondicionado||||consumo: |46,7 kwh/m² año|||emisiones: |8,17 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 6 horas","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"2",0,0,1,0,0,7.7621706071382,1,0,3
"15",101617512,"alquiler de piso en calle del príncep de viana","El Raval, Barcelona","Calle del Príncep de Viana|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle del Príncep de Viana","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1500,1500,58,2,1,0,1,"segunda mano/buen estado",1900,1,1,1,"planta 3",1,1,1,1,"||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 2 días","Anuncio actualizado el 2 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"2",0,0,1,0,0,7.3132203870903,1,0,3
"16",96311359,"alquiler de piso en calle de la reina amàlia","El Raval, Barcelona","Calle de la Reina Amàlia|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de la Reina Amàlia","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1800,1800,80,2,2,0,0,"segunda mano/buen estado",NA,0,1,1,"0",1,1,0,1,"||aire acondicionado|||piscina|||zonas verdes||||consumo: |36 kwh/m² año|||emisiones: |6 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 6 horas","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","2",0,1,0,0,"2",0,0,1,0,0,7.49554194388426,0,1,0
"17",101246446,"alquiler de piso en calle de sant pau","El Raval, Barcelona","Calle de Sant Pau|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Sant Pau","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",2250,2250,130,4,2,1,1,"segunda mano/buen estado",1860,0,0,0,"planta 4",1,1,1,1,"||aire acondicionado||||consumo: |180 kwh/m² año|||emisiones: |37 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 9 días","Anuncio actualizado el 26 de mayo","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","2",0,1,0,0,"4",0,0,0,0,1,7.71868549519847,1,0,4
"18",83382051,"alquiler de piso en calle dels tallers, barcelona","El Raval, Barcelona","Calle dels Tallers, Barcelona|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle dels Tallers, Barcelona","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1200,1200,50,1,1,0,1,"segunda mano/buen estado",NA,1,1,1,"planta 1",1,1,1,1,"||aire acondicionado||||en trámite|||",8001,"Anuncio actualizado hace 9 horas","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,7.09007683577609,1,0,1
"19",99216238,"alquiler de piso en calle de guàrdia, 5","El Raval, Barcelona","Calle de Guàrdia, 5|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Guàrdia, 5","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1500,1950,25,1,1,0,0,"segunda mano/buen estado",1990,0,1,1,"0",1,0,0,0,"||consumo: |150 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 18 minutos","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,7.3132203870903,0,1,0
"20",101139640,"alquiler de piso en plaza del pedró, 12","El Raval, Barcelona","Plaza del Pedró, 12|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Plaza del Pedró, 12","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1200,1200,60,2,1,0,0,"segunda mano/buen estado",NA,1,1,1,"planta 4",1,0,1,1,"||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 10 horas","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"2",0,0,1,0,0,7.09007683577609,0,0,4
"21",99212847,"alquiler de piso en calle de guàrdia, 1","El Raval, Barcelona","Calle de Guàrdia, 1|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Guàrdia, 1","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1500,1800,25,1,1,0,0,"segunda mano/buen estado",1990,0,1,1,"0",1,0,0,0,"||consumo: |150 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 18 minutos","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,7.3132203870903,0,1,0
"22",85728862,"alquiler de piso en calle de pelai","La Dreta de l'Eixample, Barcelona","Calle de Pelai|Barrio La Dreta de l'Eixample|Distrito Eixample|Barcelona|Área de Barcelona, Barcelona","Calle de Pelai","Barrio La Dreta de l'Eixample","Barrio La Dreta de l'Eixample","Distrito Eixample","Área de Barcelona, Barcelona",2190,2415,50,1,1,0,0,"segunda mano/buen estado",NA,1,1,1,"planta 1",1,1,1,1,"||aire acondicionado||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 10 horas","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Eixample","dreta eixample","dreta eixample","dreta eixample","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,7.69165682281055,0,0,1
"23",101359341,"alquiler de piso en calle de sant gil","El Raval, Barcelona","Calle de Sant Gil|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Sant Gil","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1300,1500,52,2,1,0,1,"segunda mano/buen estado",NA,0,1,1,"planta 1",0,0,0,1,"||consumo: |190 kwh/m² año|||emisiones: |48 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 2 días","Anuncio actualizado el 2 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"2",0,0,1,0,0,7.17011954344963,1,0,1
"24",101570890,"alquiler de piso en calle de sant pau","El Raval, Barcelona","Calle de Sant Pau|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Sant Pau","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1450,1450,90,2,2,0,1,"segunda mano/buen estado",NA,1,1,1,"planta 3",0,1,1,1,"||aire acondicionado||||en trámite|||",8001,"Anuncio actualizado hace 10 horas","Anuncio actualizado el 4 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","2",0,1,0,0,"2",0,0,1,0,0,7.27931883541462,1,0,3
"25",99163956,"alquiler de piso en calle de guàrdia, 8","El Raval, Barcelona","Calle de Guàrdia, 8|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Guàrdia, 8","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1500,1800,25,1,1,0,0,"segunda mano/buen estado",1990,0,1,1,"0",1,0,0,0,"||consumo: |150 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 17 minutos","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,7.3132203870903,0,1,0
"26",101551848,"alquiler de piso en calle del marquès de barberà s/n","El Raval, Barcelona","Calle del Marquès de Barberà s/n|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle del Marquès de Barberà s/n","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",995,995,50,1,1,0,0,"segunda mano/buen estado",1990,0,0,0,"0",1,0,0,0,"||consumo: |150 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 17 minutos","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,6.90274273715859,0,1,0
"27",99082872,"alquiler de piso en calle de guàrdia, 8","El Raval, Barcelona","Calle de Guàrdia, 8|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Guàrdia, 8","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1500,1800,25,1,1,0,0,"segunda mano/buen estado",1990,0,1,1,"0",1,0,0,0,"||consumo: |150 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 19 minutos","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,7.3132203870903,0,1,0
"28",101575880,"alquiler de ático en calle de l'arc del teatre, 8","El Raval, Barcelona","Calle de l'Arc del Teatre, 8|Urb. Edificio Art del Teatre|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de l'Arc del Teatre, 8","Urb. Edificio Art del Teatre","Barrio El Raval","Barrio El Raval","Barcelona",2215,2215,68,2,2,1,0,"segunda mano/buen estado",2023,1,1,1,"planta 5",1,1,0,1,"||piscina||||en trámite|||",8001,"Anuncio actualizado hace 15 horas","Anuncio actualizado el 4 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","2",0,1,0,0,"2",0,0,1,0,0,7.70300768247924,1,0,5
"29",99103414,"alquiler de estudio en rambla del raval","El Raval, Barcelona","Rambla del Raval|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Rambla del Raval","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",850,900,89,0,1,0,1,"segunda mano/buen estado",1900,1,1,1,"planta 4",1,0,1,1,"||aire acondicionado||||consumo: |196 kwh/m² año|||emisiones: |98 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace un día","Anuncio actualizado el 4 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","1","1",1,0,0,0,"0",1,0,0,0,0,6.74523634948436,1,0,4
"30",96611509,"alquiler de piso en el raval","Ciutat Vella, Barcelona","|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1900,1900,80,2,2,1,1,"segunda mano/buen estado",2021,0,1,1,"bajo",1,1,0,1,"||aire acondicionado|||piscina|||zonas verdes||||consumo: ||||emisiones: ||||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 17 horas","Anuncio actualizado el 4 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","2",0,1,0,0,"2",0,0,1,0,0,7.54960916515453,1,0,0
"31",101591216,"alquiler de piso en el raval","Ciutat Vella, Barcelona","|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1340,1340,62,2,2,0,0,"segunda mano/buen estado",NA,0,0,0,"0",1,1,0,1,"||aire acondicionado|||piscina|||zonas verdes||||no indicado|||",8001,"Anuncio actualizado hace 2 días","Anuncio actualizado el 2 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","2",0,1,0,0,"2",0,0,1,0,0,7.20042489294496,0,1,0
"32",101429463,"alquiler de piso en el raval","Ciutat Vella, Barcelona","|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",2000,2000,136,2,2,0,1,"segunda mano/buen estado",NA,1,1,0,"planta 5",1,1,1,1,"||aire acondicionado||||consumo: |122 kwh/m² año|||emisiones: |24 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 19 horas","Anuncio actualizado el 4 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","2",0,1,0,0,"2",0,0,1,0,0,7.60090245954208,1,0,5
"33",99216203,"alquiler de piso en calle de torres i amat, 1","El Raval, Barcelona","Calle de Torres i Amat, 1|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Torres i Amat, 1","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1900,2000,35,1,1,0,0,"segunda mano/buen estado",1990,0,1,1,"0",1,0,0,0,"||consumo: |150 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 18 minutos","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,7.54960916515453,0,1,0
"34",28502956,"alquiler de piso en calle lluna","El Raval, Barcelona","Calle Lluna|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle Lluna","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",825,825,55,1,1,0,1,"segunda mano/buen estado",1920,1,1,1,"planta 4",1,0,1,1,"||aire acondicionado||||consumo: |46 kwh/m² año|||emisiones: |235 kg co2/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 19 horas","Anuncio actualizado el 4 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,6.71538338633468,1,0,4
"35",99216204,"alquiler de piso en calle de torres i amat, 1","El Raval, Barcelona","Calle de Torres i Amat, 1|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Torres i Amat, 1","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1900,2000,35,1,1,0,0,"segunda mano/buen estado",1990,0,1,1,"0",1,0,0,0,"||consumo: |150 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 18 minutos","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,7.54960916515453,0,1,0
"36",101500362,"alquiler de piso en el raval","Ciutat Vella, Barcelona","|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1300,1300,49,3,1,0,1,"segunda mano/buen estado",1875,0,1,0,"planta 3",0,0,0,1,"||consumo: |217 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 21 horas","Anuncio actualizado el 4 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"3",0,0,0,1,0,7.17011954344963,1,0,3
"37",99216227,"alquiler de piso en calle de torres i amat, 1","El Raval, Barcelona","Calle de Torres i Amat, 1|Barrio El Raval|Distrito Ciutat Vella|Barcelona|Área de Barcelona, Barcelona","Calle de Torres i Amat, 1","Barrio El Raval","Barrio El Raval","Distrito Ciutat Vella","Área de Barcelona, Barcelona",1900,2000,35,1,1,0,0,"segunda mano/buen estado",1990,0,1,1,"0",1,0,0,0,"||consumo: |150 kwh/m² año|||ver etiqueta de calificación energética|ocultar etiqueta|||||||",8001,"Anuncio actualizado hace 18 minutos","Anuncio actualizado el 5 de junio","2023-06-05","Distrito Ciutat Vella","raval","raval","raval","0","0","0","1",1,0,0,0,"1",0,1,0,0,0,7.54960916515453,0,1,0
